record,window,rhythm,beat,rr
06426,444,AF,5,0.648
06426,444,AF,6,0.568
06426,444,AF,7,0.912
06426,444,AF,8,0.496
06426,444,AF,9,0.772
06426,444,AF,10,0.608
06426,444,AF,11,0.468
06426,444,AF,12,0.804
06426,444,AF,13,0.496
06426,444,AF,14,0.724
06426,444,AF,15,1.392
06426,444,AF,16,0.504
06426,444,AF,17,0.82
06426,444,AF,18,0.936
06426,444,AF,19,1.048
06426,444,AF,20,0.956
06426,444,AF,21,0.968
06426,444,AF,22,0.988
06426,444,AF,23,1.02
06426,444,AF,24,0.988
06426,444,AF,25,0.972
06426,444,AF,26,0.96
06426,444,AF,27,0.96
06426,444,AF,28,0.964
06426,444,AF,29,0.724
06426,445,AF,0,0.428
06426,445,AF,1,0.448
06426,445,AF,2,0.472
06426,445,AF,3,0.684
06426,445,AF,4,0.712
06426,445,AF,5,0.548
06426,445,AF,6,0.452
06426,445,AF,7,0.456
06426,445,AF,8,0.584
06426,445,AF,9,0.472
06426,445,AF,10,0.624
06426,445,AF,11,0.76
06426,445,AF,12,0.604
06426,445,AF,13,0.592
06426,445,AF,14,0.556
06426,445,AF,15,0.652
06426,445,AF,16,0.54
06426,445,AF,17,0.696
06426,445,AF,18,0.612
06426,445,AF,19,0.436
06426,445,AF,20,0.572
06426,445,AF,21,0.512
06426,445,AF,22,0.528
06426,445,AF,23,0.74
06426,445,AF,24,0.448
06426,445,AF,25,0.584
06426,445,AF,26,0.516
06426,445,AF,27,0.64
06426,445,AF,28,0.448
06426,445,AF,29,0.832
06426,446,AF,0,0.648
06426,446,AF,1,0.476
06426,446,AF,2,0.42
06426,446,AF,3,0.908
06426,446,AF,4,0.48
06426,446,AF,5,0.42
06426,446,AF,6,0.888
06426,446,AF,7,0.584
06426,446,AF,8,0.416
06426,446,AF,9,0.588
06426,446,AF,10,0.724
06426,446,AF,11,0.484
06426,446,AF,12,0.52
06426,446,AF,13,0.632
06426,446,AF,14,0.472
06426,446,AF,15,0.42
06426,446,AF,16,0.512
06426,446,AF,17,0.652
06426,446,AF,18,0.48
06426,446,AF,19,0.492
06426,446,AF,20,0.652
06426,446,AF,21,1.048
06426,446,AF,22,0.648
06426,446,AF,23,0.816
06426,446,AF,24,0.46
06426,446,AF,25,0.436
06426,446,AF,26,0.484
06426,446,AF,27,0.66
06426,446,AF,28,0.432
06426,446,AF,29,0.46
06426,447,AF,0,0.412
06426,447,AF,1,0.436
06426,447,AF,2,0.472
06426,447,AF,3,0.712
06426,447,AF,4,0.64
06426,447,AF,5,0.796
06426,447,AF,6,1.06
06426,447,AF,7,0.656
06426,447,AF,8,0.68
06426,447,AF,9,0.688
06426,447,AF,10,0.64
06426,447,AF,11,0.656
06426,447,AF,12,0.696
06426,447,AF,13,0.512
06426,447,AF,14,0.428
06426,447,AF,15,0.48
06426,447,AF,16,0.604
06426,447,AF,17,0.496
06426,447,AF,18,0.568
06426,447,AF,19,0.508
06426,447,AF,20,0.66
06426,447,AF,21,0.44
06426,447,AF,22,0.476
06426,447,AF,23,0.428
06426,447,AF,24,0.68
06426,447,AF,25,0.484
06426,447,AF,26,0.444
06426,447,AF,27,0.472
06426,447,AF,28,0.556
06426,447,AF,29,0.452
06426,448,AF,0,0.444
06426,448,AF,1,0.484
06426,448,AF,2,0.476
06426,448,AF,3,0.752
06426,448,AF,4,0.756
06426,448,AF,5,0.464
06426,448,AF,6,0.492
06426,448,AF,7,0.632
06426,448,AF,8,0.864
06426,448,AF,9,0.732
06426,448,AF,10,0.608
06426,448,AF,11,0.516
06426,448,AF,12,0.552
06426,448,AF,13,0.648
06426,448,AF,14,0.768
06426,448,AF,15,0.636
06426,448,AF,16,0.728
06426,448,AF,17,0.448
06426,448,AF,18,0.46
06426,448,AF,19,0.464
06426,448,AF,20,0.68
06426,448,AF,21,0.664
06426,448,AF,22,0.576
06426,448,AF,23,0.676
06426,448,AF,24,0.716
06426,448,AF,25,0.42
06426,448,AF,26,0.4
06426,448,AF,27,0.436
06426,448,AF,28,0.424
06426,448,AF,29,0.512
06426,449,AF,0,0.46
06426,449,AF,1,0.8
06426,449,AF,2,0.464
06426,449,AF,3,0.716
06426,449,AF,4,0.944
06426,449,AF,5,0.448
06426,449,AF,6,0.504
06426,449,AF,7,0.524
06426,449,AF,8,0.516
06426,449,AF,9,0.576
06426,449,AF,10,0.568
06426,449,AF,11,0.624
06426,449,AF,12,0.56
06426,449,AF,13,0.452
06426,449,AF,14,0.496
06426,449,AF,15,0.472
06426,449,AF,16,0.452
06426,449,AF,17,0.464
06426,449,AF,18,0.684
06426,449,AF,19,0.672
06426,449,AF,20,0.644
06426,449,AF,21,0.516
06426,449,AF,22,0.616
06426,449,AF,23,0.408
06426,449,AF,24,0.64
06426,449,AF,25,0.66
06426,449,AF,26,0.44
06426,449,AF,27,0.42
06426,449,AF,28,0.688
06426,449,AF,29,0.524
06426,450,AF,0,0.524
06426,450,AF,1,0.484
06426,450,AF,2,0.484
06426,450,AF,3,0.696
06426,450,AF,4,0.492
06426,450,AF,5,0.58
06426,450,AF,6,0.564
06426,450,AF,7,0.456
06426,450,AF,8,0.548
06426,450,AF,9,0.868
06426,450,AF,10,0.648
06426,450,AF,11,0.548
06426,450,AF,12,0.632
06426,450,AF,13,0.712
06426,450,AF,14,0.48
06426,450,AF,15,0.476
06426,450,AF,16,0.636
06426,450,AF,17,0.544
06426,450,AF,18,0.724
06426,450,AF,19,0.74
06426,450,AF,20,0.896
06426,450,AF,21,0.508
06426,450,AF,22,0.444
06426,450,AF,23,0.828
06426,450,AF,24,0.736
06426,450,AF,25,0.824
06426,450,AF,26,0.552
06426,450,AF,27,0.708
06426,450,AF,28,0.684
06426,450,AF,29,0.72
06426,451,AF,0,0.436
06426,451,AF,1,0.516
06426,451,AF,2,0.46
06426,451,AF,3,0.56
06426,451,AF,4,0.744
06426,451,AF,5,0.776
06426,451,AF,6,0.444
06426,451,AF,7,0.64
06426,451,AF,8,0.72
06426,451,AF,9,0.612
06426,451,AF,10,0.448
06426,451,AF,11,0.544
06426,451,AF,12,0.592
06426,451,AF,13,0.62
06426,451,AF,14,0.492
06426,451,AF,15,0.452
06426,451,AF,16,0.452
06426,451,AF,17,0.44
06426,451,AF,18,0.72
06426,451,AF,19,0.656
06426,451,AF,20,0.444
06426,451,AF,21,0.432
06426,451,AF,22,0.66
06426,451,AF,23,0.492
06426,451,AF,24,0.668
06426,451,AF,25,0.616
06426,451,AF,26,0.7
06426,451,AF,27,0.764
06426,451,AF,28,1.188
06426,451,AF,29,0.64
06426,452,AF,0,0.732
06426,452,AF,1,0.432
06426,452,AF,2,0.544
06426,452,AF,3,0.612
06426,452,AF,4,0.824
06426,452,AF,5,0.556
06426,452,AF,6,0.568
06426,452,AF,7,0.576
06426,452,AF,8,0.516
06426,452,AF,9,0.44
06426,452,AF,10,0.42
06426,452,AF,11,0.508
06426,452,AF,12,0.456
06426,452,AF,13,0.552
06426,452,AF,14,0.588
06426,452,AF,15,0.408
06426,452,AF,16,0.416
06426,452,AF,17,0.488
06426,452,AF,18,0.672
06426,452,AF,19,0.828
06426,452,AF,20,0.444
06426,452,AF,21,0.46
06426,452,AF,22,0.78
06426,452,AF,23,0.668
06426,452,AF,24,0.504
06426,452,AF,25,0.436
06426,452,AF,26,0.436
06426,452,AF,27,0.42
06426,452,AF,28,0.432
06426,452,AF,29,0.412
06426,453,AF,0,0.64
06426,453,AF,1,0.692
06426,453,AF,2,0.488
06426,453,AF,3,0.416
06426,453,AF,4,0.508
06426,453,AF,5,0.472
06426,453,AF,6,0.932
06426,453,AF,7,0.648
06426,453,AF,8,0.46
06426,453,AF,9,0.424
06426,453,AF,10,0.712
06426,453,AF,11,0.876
06426,453,AF,12,0.512
06426,453,AF,13,0.996
06426,453,AF,14,0.576
06426,453,AF,15,0.62
06426,453,AF,16,0.42
06426,453,AF,17,0.676
06426,453,AF,18,0.456
06426,453,AF,19,0.72
06426,453,AF,20,0.5
06426,453,AF,21,0.58
06426,453,AF,22,0.476
06426,453,AF,23,0.408
06426,453,AF,24,0.704
06426,453,AF,25,0.548
06426,453,AF,26,0.412
06426,453,AF,27,0.528
06426,453,AF,28,0.608
06426,453,AF,29,0.768
06426,454,AF,0,0.456
06426,454,AF,1,0.484
06426,454,AF,2,0.428
06426,454,AF,3,0.944
06426,454,AF,4,0.484
06426,454,AF,5,0.812
06426,454,AF,6,0.544
06426,454,AF,7,0.944
06426,454,AF,8,0.596
06426,454,AF,9,0.74
06426,454,AF,10,0.556
06426,454,AF,11,0.54
06426,454,AF,12,0.572
06426,454,AF,13,0.416
06426,454,AF,14,0.724
06426,454,AF,15,0.616
06426,454,AF,16,0.608
06426,454,AF,17,0.592
06426,454,AF,18,0.508
06426,454,AF,19,0.4
06426,454,AF,20,0.536
06426,454,AF,21,0.544
06426,454,AF,22,0.432
06426,454,AF,23,0.636
06426,454,AF,24,0.712
06426,454,AF,25,0.56
06426,454,AF,26,0.488
06426,454,AF,27,0.412
06426,454,AF,28,0.616
06426,454,AF,29,0.404
06426,455,AF,0,0.7
06426,455,AF,1,0.672
06426,455,AF,2,0.512
06426,455,AF,3,0.684
06426,455,AF,4,0.784
06426,455,AF,5,0.764
06426,455,AF,6,0.636
06426,455,AF,7,0.468
06426,455,AF,8,0.44
06426,455,AF,9,0.424
06426,455,AF,10,0.712
06426,455,AF,11,0.528
06426,455,AF,12,0.46
06426,455,AF,13,0.58
06426,455,AF,14,0.612
06426,455,AF,15,0.652
06426,455,AF,16,0.42
06426,455,AF,17,0.472
06426,455,AF,18,0.56
06426,455,AF,19,0.464
06426,455,AF,20,0.62
06426,455,AF,21,0.608
06426,455,AF,22,0.66
06426,455,AF,23,0.592
06426,455,AF,24,0.476
06426,455,AF,25,0.64
06426,455,AF,26,0.664
06426,455,AF,27,0.8
06426,455,AF,28,0.576
06426,455,AF,29,0.712
06426,456,AF,0,0.556
06426,456,AF,1,0.46
06426,456,AF,2,0.416
06426,456,AF,3,0.436
06426,456,AF,4,0.644
06426,456,AF,5,0.548
06426,456,AF,6,0.556
06426,456,AF,7,0.704
06426,456,AF,8,0.564
06426,456,AF,9,0.764
06426,456,AF,10,0.628
06426,456,AF,11,0.548
06426,456,AF,12,0.492
06426,456,AF,13,0.428
06426,456,AF,14,0.436
06426,456,AF,15,0.46
06426,456,AF,16,0.432
06426,456,AF,17,0.416
06426,456,AF,18,0.4
06426,456,AF,19,0.608
06426,456,AF,20,0.444
06426,456,AF,21,0.536
06426,456,AF,22,0.428
06426,456,AF,23,0.712
06426,456,AF,24,0.424
06426,456,AF,25,0.416
06426,456,AF,26,0.444
06426,456,AF,27,0.64
06426,456,AF,28,0.452
06426,456,AF,29,0.428
06426,457,AF,0,0.984
06426,457,AF,1,0.668
06426,457,AF,2,0.492
06426,457,AF,3,0.464
06426,457,AF,4,0.492
06426,457,AF,5,0.716
06426,457,AF,6,0.488
06426,457,AF,7,0.46
06426,457,AF,8,0.704
06426,457,AF,9,0.64
06426,457,AF,10,0.632
06426,457,AF,11,0.492
06426,457,AF,12,0.736
06426,457,AF,13,0.424
06426,457,AF,14,0.556
06426,457,AF,15,0.456
06426,457,AF,16,0.68
06426,457,AF,17,0.676
06426,457,AF,18,0.46
06426,457,AF,19,0.82
06426,457,AF,20,0.76
06426,457,AF,21,0.724
06426,457,AF,22,0.452
06426,457,AF,23,0.648
06426,457,AF,24,0.74
06426,457,AF,25,0.504
06426,457,AF,26,0.424
06426,457,AF,27,0.548
06426,457,AF,28,0.948
06426,457,AF,29,0.8
06426,458,AF,0,0.436
06426,458,AF,1,0.628
06426,458,AF,2,0.6
06426,458,AF,3,0.492
06426,458,AF,4,0.592
06426,458,AF,5,0.512
06426,458,AF,6,0.56
06426,458,AF,7,0.452
06426,458,AF,8,0.724
06426,458,AF,9,0.464
06426,458,AF,10,0.624
06426,458,AF,11,0.728
06426,458,AF,12,0.472
06426,458,AF,13,0.472
06426,458,AF,14,0.668
06426,458,AF,15,0.48
06426,458,AF,16,0.492
06426,458,AF,17,0.476
06426,458,AF,18,0.416
06426,458,AF,19,0.604
06426,458,AF,20,0.436
06426,458,AF,21,0.452
06426,458,AF,22,0.48
06426,458,AF,23,0.592
06426,458,AF,24,0.968
06426,458,AF,25,0.908
06426,458,AF,26,0.524
06426,458,AF,27,0.872
06426,458,AF,28,0.456
06426,458,AF,29,0.656
06426,459,AF,0,0.64
06426,459,AF,1,0.516
06426,459,AF,2,0.58
06426,459,AF,3,0.528
06426,459,AF,4,0.588
06426,459,AF,5,0.52
06426,459,AF,6,0.644
06426,459,AF,7,0.484
06426,459,AF,8,0.736
06426,459,AF,9,0.632
06426,459,AF,10,0.724
06426,459,AF,11,1.032
06426,459,AF,12,0.676
06426,459,AF,13,0.512
06426,459,AF,14,0.512
06426,459,AF,15,0.796
06426,459,AF,16,0.708
06426,459,AF,17,0.512
06426,459,AF,18,0.632
06426,459,AF,19,0.528
06426,459,AF,20,0.652
06426,459,AF,21,0.74
06426,459,AF,22,0.552
06426,459,AF,23,0.66
06426,459,AF,24,0.74
06426,459,AF,25,0.624
06426,459,AF,26,0.612
06426,459,AF,27,0.496
06426,459,AF,28,0.556
06426,459,AF,29,0.516
06426,460,AF,0,0.46
06426,460,AF,1,0.448
06426,460,AF,2,0.468
06426,460,AF,3,0.588
06426,460,AF,4,0.812
06426,460,AF,5,0.7
06426,460,AF,6,0.432
06426,460,AF,7,0.492
06426,460,AF,8,0.564
06426,460,AF,9,0.628
06426,460,AF,10,0.456
06426,460,AF,11,0.424
06426,460,AF,12,0.724
06426,460,AF,13,0.752
06426,460,AF,14,0.544
06426,460,AF,15,0.452
06426,460,AF,16,0.684
06426,460,AF,17,0.96
06426,460,AF,18,0.7
06426,460,AF,19,0.7
06426,460,AF,20,0.428
06426,460,AF,21,0.748
06426,460,AF,22,0.44
06426,460,AF,23,0.612
06426,460,AF,24,0.488
06426,460,AF,25,0.788
06426,460,AF,26,0.996
06426,460,AF,27,0.716
06426,460,AF,28,0.736
06426,460,AF,29,0.604
06426,461,AF,0,0.592
06426,461,AF,1,0.688
06426,461,AF,2,0.948
06426,461,AF,3,0.628
06426,461,AF,4,0.42
06426,461,AF,5,0.78
06426,461,AF,6,0.516
06426,461,AF,7,0.432
06426,461,AF,8,0.448
06426,461,AF,9,0.716
06426,461,AF,10,0.672
06426,461,AF,11,0.588
06426,461,AF,12,0.444
06426,461,AF,13,0.424
06426,461,AF,14,0.732
06426,461,AF,15,0.636
06426,461,AF,16,0.584
06426,461,AF,17,0.692
06426,461,AF,18,0.5
06426,461,AF,19,0.428
06426,461,AF,20,0.844
06426,461,AF,21,0.552
06426,461,AF,22,0.468
06426,461,AF,23,0.508
06426,461,AF,24,0.624
06426,461,AF,25,0.448
06426,461,AF,26,0.6
06426,461,AF,27,0.76
06426,461,AF,28,0.764
06426,461,AF,29,0.86
06426,462,AF,0,0.48
06426,462,AF,1,0.584
06426,462,AF,2,0.944
06426,462,AF,3,0.596
06426,462,AF,4,0.448
06426,462,AF,5,0.544
06426,462,AF,6,0.624
06426,462,AF,7,0.448
06426,462,AF,8,0.48
06426,462,AF,9,0.552
06426,462,AF,10,0.46
06426,462,AF,11,0.452
06426,462,AF,12,0.656
06426,462,AF,13,0.628
06426,462,AF,14,0.48
06426,462,AF,15,0.42
06426,462,AF,16,0.744
06426,462,AF,17,0.768
06426,462,AF,18,0.58
06426,462,AF,19,0.568
06426,462,AF,20,0.448
06426,462,AF,21,0.688
06426,462,AF,22,0.58
06426,462,AF,23,0.516
06426,462,AF,24,0.776
06426,462,AF,25,0.764
06426,462,AF,26,0.476
06426,462,AF,27,0.612
06426,462,AF,28,0.46
06426,462,AF,29,0.46
06426,463,AF,0,0.58
06426,463,AF,1,0.764
06426,463,AF,2,0.484
06426,463,AF,3,0.536
06426,463,AF,4,0.796
06426,463,AF,5,0.532
06426,463,AF,6,0.468
06426,463,AF,7,0.44
06426,463,AF,8,0.592
06426,463,AF,9,0.572
06426,463,AF,10,0.456
06426,463,AF,11,0.432
06426,463,AF,12,0.684
06426,463,AF,13,0.484
06426,463,AF,14,0.704
06426,463,AF,15,0.464
06426,463,AF,16,0.452
06426,463,AF,17,0.612
06426,463,AF,18,0.684
06426,463,AF,19,0.676
06426,463,AF,20,0.556
06426,463,AF,21,0.488
06426,463,AF,22,0.628
06426,463,AF,23,0.688
06426,463,AF,24,0.48
06426,463,AF,25,0.656
06426,463,AF,26,0.536
06426,463,AF,27,0.44
06426,463,AF,28,0.476
06426,463,AF,29,0.684
06426,464,Normal,0,0.96
06426,464,Normal,1,0.976
06426,464,Normal,2,1.02
06426,464,Normal,3,1.008
06426,464,Normal,4,1.0
06426,464,Normal,5,0.976
06426,464,Normal,6,0.984
06426,464,Normal,7,0.98
06426,464,Normal,8,0.972
06426,464,Normal,9,0.956
06426,464,Normal,10,0.956
06426,464,Normal,11,0.992
06426,464,Normal,12,0.968
06426,464,Normal,13,0.952
06426,464,Normal,14,0.94
06426,464,Normal,15,0.972
06426,464,Normal,16,0.976
06426,464,Normal,17,0.936
06426,464,Normal,18,0.932
06426,464,Normal,19,0.972
06426,464,Normal,20,0.492
06426,464,Normal,21,0.52
06426,464,Normal,22,0.564
06426,464,Normal,23,0.768
06426,464,Normal,24,1.468
06426,464,Normal,25,0.62
06426,464,Normal,26,0.572
06426,464,Normal,27,0.876
06426,464,Normal,28,0.964
06426,464,Normal,29,0.948
06426,465,AF,0,0.532
06426,465,AF,1,0.52
06426,465,AF,2,0.688
06426,465,AF,3,0.484
06426,465,AF,4,0.444
06426,465,AF,5,0.608
06426,465,AF,6,0.92
06426,465,AF,7,0.684
06426,465,AF,8,0.664
06426,465,AF,9,0.544
06426,465,AF,10,0.448
06426,465,AF,11,0.656
06426,465,AF,12,0.468
06426,465,AF,13,0.436
06426,465,AF,14,0.688
06426,465,AF,15,0.796
06426,465,AF,16,0.592
06426,465,AF,17,0.772
06426,465,AF,18,0.676
06426,465,AF,19,0.72
06426,465,AF,20,0.864
06426,465,AF,21,0.716
06426,465,AF,22,0.64
06426,465,AF,23,0.772
06426,465,AF,24,0.504
06426,465,AF,25,0.496
06426,465,AF,26,0.444
06426,465,AF,27,0.516
06426,465,AF,28,0.46
06426,465,AF,29,0.736
06426,466,AF,0,0.708
06426,466,AF,1,0.468
06426,466,AF,2,0.404
06426,466,AF,3,0.524
06426,466,AF,4,0.612
06426,466,AF,5,0.496
06426,466,AF,6,0.628
06426,466,AF,7,0.428
06426,466,AF,8,0.404
06426,466,AF,9,0.692
06426,466,AF,10,0.672
06426,466,AF,11,0.424
06426,466,AF,12,0.432
06426,466,AF,13,0.468
06426,466,AF,14,0.508
06426,466,AF,15,0.408
06426,466,AF,16,0.656
06426,466,AF,17,0.464
06426,466,AF,18,0.46
06426,466,AF,19,0.444
06426,466,AF,20,0.928
06426,466,AF,21,0.504
06426,466,AF,22,0.436
06426,466,AF,23,0.392
06426,466,AF,24,0.692
06426,466,AF,25,0.416
06426,466,AF,26,0.616
06426,466,AF,27,0.76
06426,466,AF,28,0.584
06426,466,AF,29,0.6
06426,467,AF,0,0.372
06426,467,AF,1,0.596
06426,467,AF,2,0.552
06426,467,AF,3,0.496
06426,467,AF,4,0.66
06426,467,AF,5,0.448
06426,467,AF,6,0.44
06426,467,AF,7,0.488
06426,467,AF,8,0.396
06426,467,AF,9,0.88
06426,467,AF,10,0.72
06426,467,AF,11,0.54
06426,467,AF,12,0.392
06426,467,AF,13,0.576
06426,467,AF,14,0.476
06426,467,AF,15,0.392
06426,467,AF,16,0.408
06426,467,AF,17,0.436
06426,467,AF,18,0.404
06426,467,AF,19,0.596
06426,467,AF,20,0.548
06426,467,AF,21,0.452
06426,467,AF,22,0.484
06426,467,AF,23,0.364
06426,467,AF,24,0.344
06426,467,AF,25,0.536
06426,467,AF,26,0.644
06426,467,AF,27,0.424
06426,467,AF,28,0.424
06426,467,AF,29,0.404
06426,468,AF,0,0.62
06426,468,AF,1,0.46
06426,468,AF,2,0.6
06426,468,AF,3,0.568
06426,468,AF,4,0.712
06426,468,AF,5,0.756
06426,468,AF,6,0.456
06426,468,AF,7,0.496
06426,468,AF,8,0.688
06426,468,AF,9,0.724
06426,468,AF,10,0.508
06426,468,AF,11,0.644
06426,468,AF,12,0.648
06426,468,AF,13,0.812
06426,468,AF,14,0.764
06426,468,AF,15,0.672
06426,468,AF,16,0.652
06426,468,AF,17,0.488
06426,468,AF,18,0.828
06426,468,AF,19,0.712
06426,468,AF,20,0.632
06426,468,AF,21,0.708
06426,468,AF,22,0.504
06426,468,AF,23,0.408
06426,468,AF,24,0.544
06426,468,AF,25,0.996
06426,468,AF,26,0.52
06426,468,AF,27,0.784
06426,468,AF,28,0.716
06426,468,AF,29,0.648
06426,469,AF,0,0.46
06426,469,AF,1,0.588
06426,469,AF,2,0.484
06426,469,AF,3,1.0
06426,469,AF,4,0.484
06426,469,AF,5,0.516
06426,469,AF,6,0.6
06426,469,AF,7,0.548
06426,469,AF,8,0.516
06426,469,AF,9,0.692
06426,469,AF,10,0.712
06426,469,AF,11,0.464
06426,469,AF,12,0.488
06426,469,AF,13,0.688
06426,469,AF,14,0.544
06426,469,AF,15,0.512
06426,469,AF,16,0.484
06426,469,AF,17,0.748
06426,469,AF,18,0.824
06426,469,AF,19,0.512
06426,469,AF,20,0.496
06426,469,AF,21,0.584
06426,469,AF,22,0.536
06426,469,AF,23,0.604
06426,469,AF,24,0.704
06426,469,AF,25,0.488
06426,469,AF,26,0.48
06426,469,AF,27,0.612
06426,469,AF,28,0.748
06426,469,AF,29,0.664
06426,470,AF,0,0.436
06426,470,AF,1,0.584
06426,470,AF,2,0.548
06426,470,AF,3,0.468
06426,470,AF,4,0.456
06426,470,AF,5,0.432
06426,470,AF,6,0.66
06426,470,AF,7,0.556
06426,470,AF,8,0.404
06426,470,AF,9,0.436
06426,470,AF,10,0.636
06426,470,AF,11,0.66
06426,470,AF,12,0.484
06426,470,AF,13,0.628
06426,470,AF,14,0.6
06426,470,AF,15,0.412
06426,470,AF,16,0.648
06426,470,AF,17,0.476
06426,470,AF,18,0.424
06426,470,AF,19,0.48
06426,470,AF,20,0.448
06426,470,AF,21,0.46
06426,470,AF,22,0.432
06426,470,AF,23,0.416
06426,470,AF,24,0.376
06426,470,AF,25,0.452
06426,470,AF,26,0.452
06426,470,AF,27,0.752
06426,470,AF,28,0.884
06426,470,AF,29,0.492
06426,471,AF,0,0.708
06426,471,AF,1,0.692
06426,471,AF,2,0.724
06426,471,AF,3,0.724
06426,471,AF,4,0.416
06426,471,AF,5,0.544
06426,471,AF,6,0.5
06426,471,AF,7,0.792
06426,471,AF,8,0.56
06426,471,AF,9,0.496
06426,471,AF,10,0.604
06426,471,AF,11,0.684
06426,471,AF,12,0.732
06426,471,AF,13,0.608
06426,471,AF,14,0.764
06426,471,AF,15,0.716
06426,471,AF,16,0.46
06426,471,AF,17,0.472
06426,471,AF,18,0.68
06426,471,AF,19,0.472
06426,471,AF,20,0.76
06426,471,AF,21,0.46
06426,471,AF,22,0.616
06426,471,AF,23,0.8
06426,471,AF,24,0.86
06426,471,AF,25,0.464
06426,471,AF,26,0.476
06426,471,AF,27,0.78
06426,471,AF,28,0.708
06426,471,AF,29,0.86
06426,472,AF,0,1.072
06426,472,AF,1,0.612
06426,472,AF,2,1.044
06426,472,AF,3,0.656
06426,472,AF,4,0.668
06426,472,AF,5,1.16
06426,472,AF,6,0.476
06426,472,AF,7,0.684
06426,472,AF,8,0.552
06426,472,AF,9,1.004
06426,472,AF,10,0.524
06426,472,AF,11,0.468
06426,472,AF,12,0.56
06426,472,AF,13,0.672
06426,472,AF,14,0.46
06426,472,AF,15,0.516
06426,472,AF,16,0.684
06426,472,AF,17,0.8
06426,472,AF,18,0.652
06426,472,AF,19,0.464
06426,472,AF,20,0.852
06426,472,AF,21,0.564
06426,472,AF,22,0.528
06426,472,AF,23,0.712
06426,472,AF,24,0.876
06426,472,AF,25,0.62
06426,472,AF,26,0.564
06426,472,AF,27,0.66
06426,472,AF,28,0.748
06426,472,AF,29,0.76
06426,473,AF,0,0.684
06426,473,AF,1,0.468
06426,473,AF,2,0.472
06426,473,AF,3,0.468
06426,473,AF,4,0.476
06426,473,AF,5,0.448
06426,473,AF,6,0.42
06426,473,AF,7,0.752
06426,473,AF,8,0.536
06426,473,AF,9,0.484
06426,473,AF,10,0.588
06426,473,AF,11,0.412
06426,473,AF,12,0.536
06426,473,AF,13,0.484
06426,473,AF,14,0.636
06426,473,AF,15,0.428
06426,473,AF,16,0.432
06426,473,AF,17,0.408
06426,473,AF,18,0.6
06426,473,AF,19,0.7
06426,473,AF,20,0.636
06426,473,AF,21,0.388
06426,473,AF,22,0.408
06426,473,AF,23,0.792
06426,473,AF,24,0.424
06426,473,AF,25,0.496
06426,473,AF,26,0.564
06426,473,AF,27,0.54
06426,473,AF,28,0.828
06426,473,AF,29,0.5
06426,474,AF,0,0.76
06426,474,AF,1,0.656
06426,474,AF,2,0.532
06426,474,AF,3,0.484
06426,474,AF,4,0.864
06426,474,AF,5,0.732
06426,474,AF,6,0.684
06426,474,AF,7,0.492
06426,474,AF,8,0.476
06426,474,AF,9,0.528
06426,474,AF,10,0.664
06426,474,AF,11,0.5
06426,474,AF,12,0.52
06426,474,AF,13,0.612
06426,474,AF,14,1.176
06426,474,AF,15,0.6
06426,474,AF,16,0.504
06426,474,AF,17,0.9
06426,474,AF,18,0.536
06426,474,AF,19,0.496
06426,474,AF,20,0.888
06426,474,AF,21,0.54
06426,474,AF,22,0.692
06426,474,AF,23,0.496
06426,474,AF,24,0.716
06426,474,AF,25,0.952
06426,474,AF,26,0.892
06426,474,AF,27,0.712
06426,474,AF,28,0.868
06426,474,AF,29,0.576
06426,475,AF,0,0.732
06426,475,AF,1,0.684
06426,475,AF,2,0.692
06426,475,AF,3,0.456
06426,475,AF,4,0.72
06426,475,AF,5,0.784
06426,475,AF,6,0.656
06426,475,AF,7,0.536
06426,475,AF,8,0.816
06426,475,AF,9,0.644
06426,475,AF,10,0.684
06426,475,AF,11,1.004
06426,475,AF,12,0.712
06426,475,AF,13,0.62
06426,475,AF,14,0.628
06426,475,AF,15,0.816
06426,475,AF,16,0.688
06426,475,AF,17,0.496
06426,475,AF,18,0.864
06426,475,AF,19,1.048
06426,475,AF,20,1.176
06426,475,AF,21,0.516
06426,475,AF,22,0.724
06426,475,AF,23,0.708
06426,475,AF,24,0.62
06426,475,AF,25,0.532
06426,475,AF,26,0.66
06426,475,AF,27,0.644
06426,475,AF,28,0.516
06426,475,AF,29,0.7
06426,476,AF,0,0.44
06426,476,AF,1,0.396
06426,476,AF,2,0.696
06426,476,AF,3,0.504
06426,476,AF,4,0.756
06426,476,AF,5,0.572
06426,476,AF,6,0.572
06426,476,AF,7,0.404
06426,476,AF,8,0.672
06426,476,AF,9,0.44
06426,476,AF,10,0.572
06426,476,AF,11,0.644
06426,476,AF,12,0.408
06426,476,AF,13,0.632
06426,476,AF,14,0.576
06426,476,AF,15,0.488
06426,476,AF,16,0.756
06426,476,AF,17,0.572
06426,476,AF,18,0.628
06426,476,AF,19,0.5
06426,476,AF,20,0.508
06426,476,AF,21,0.62
06426,476,AF,22,0.436
06426,476,AF,23,0.476
06426,476,AF,24,0.636
06426,476,AF,25,0.604
06426,476,AF,26,0.448
06426,476,AF,27,0.504
06426,476,AF,28,0.524
06426,476,AF,29,0.44
06426,477,AF,0,0.476
06426,477,AF,1,0.604
06426,477,AF,2,0.508
06426,477,AF,3,0.468
06426,477,AF,4,0.588
06426,477,AF,5,0.444
06426,477,AF,6,0.632
06426,477,AF,7,0.46
06426,477,AF,8,0.492
06426,477,AF,9,0.616
06426,477,AF,10,0.816
